Project_ID,Location,Geographic_Region,Budget_Cr,Tower_Count,Substations_Count,Steel_Demand_Tons,Conductor_Demand_Km,Insulator_Demand_Nos,Transformer_Demand_Units,Tower_Type,Substation_Type,Terrain_Difficulty,Tax_Rate,Start_Year,Completion_Year,Line_Length_CKM,Transformation_Capacity_MVA,Voltage,Circuit,Transformer_Bin
PROJ-2241,Keonjhar,Hilly Forests,2927,3623,3,116661,2721,140618,3,S/C 220 kV,GIS,High,18,2021,2024,907,332.3818568564351,220,S/C,2+
PROJ-8794,Jind,Northern Plains,1037,1394,1,39032,1464,54105,1,S/C 220 kV,GIS,Low,18,2014,2018,488,240.70162881766817,220,S/C,1
PROJ-6644,KeonjharRE Park,Hilly Forests,2608,2329,3,85707,4656,385682,5,D/C 400 kV,AIS,High,12,2019,2022,776,2048.8833897044706,400,D/C,2+
PROJ-1782,Ramgarh-II,Desert Plains,1340,1212,2,41887,2910,200707,3,D/C 400 kV,AIS,Medium,12,2015,2017,485,913.9388666500618,400,D/C,2+
PROJ-7222,Bakhtiyarpur,Northern Plains,516,608,2,17024,729,31464,0,S/C 220 kV,Hybrid,Low,18,2012,2016,243,148.02532409030397,220,S/C,0
PROJ-3252,Fatehgarh,Desert Plains,2056,1138,2,54965,2730,235566,1,D/C 765 kV,AIS,High,18,2020,2024,455,760.2113679357536,765,D/C,1
PROJ-7241,FatehgarhRE Park,Desert Plains,1441,1823,1,55128,1914,94340,2,S/C 220 kV,AIS,Medium,12,2014,2017,638,574.5387789884333,220,S/C,2+
PROJ-7489,Fatehgarh,Desert Plains,2194,2177,1,105149,3918,450639,4,D/C 765 kV,Hybrid,High,12,2012,2016,653,4944.328577348342,765,D/C,2+
PROJ-7462,RamgarhRE Park,Desert Plains,1368,1117,2,50667,2010,173414,2,D/C 765 kV,GIS,Medium,12,2021,2024,335,2824.4592439992,765,D/C,2+
PROJ-3724,Bhadla,Desert Plains,1352,1368,1,44050,1641,70794,3,S/C 220 kV,AIS,High,18,2021,2023,547,421.3663086544014,220,S/C,2+
PROJ-5963,Yadadri,Central Plains,3008,5420,1,163901,5691,280485,1,S/C 220 kV,AIS,Medium,18,2012,2015,1897,296.9743132227204,220,S/C,1
PROJ-6717,Angul,Hilly Forests,2035,1571,2,57813,3132,195118,5,D/C 400 kV,GIS,High,12,2022,2026,522,3044.644372446488,400,D/C,2+
PROJ-6298,Firozabad,Northern Plains,2336,2661,2,85152,5328,440662,5,D/C 400 kV,AIS,Low,18,2017,2021,888,2974.5202709992927,400,D/C,2+
PROJ-9305,Kudankulam,Coastal Plains,1216,1180,2,56994,2124,201515,2,D/C 765 kV,GIS,High,12,2016,2018,354,2125.4230866844055,765,D/C,2+
PROJ-5198,AngulGIS,Hilly Forests,1625,1035,2,49990,2496,214245,1,D/C 765 kV,AIS,High,18,2018,2021,416,1421.9556301327502,765,D/C,1
PROJ-3792,Jaipur,Desert Plains,988,792,1,27372,1902,131155,1,D/C 400 kV,Hybrid,Medium,18,2018,2022,317,374.2159458910344,400,D/C,1
PROJ-6901,Gadag,Coastal Plains,1127,1398,2,42276,1677,79581,3,S/C 220 kV,AIS,Medium,12,2010,2013,559,581.5739465624897,220,S/C,2+
PROJ-2476,Keonjhar,Hilly Forests,1115,1152,2,37094,1383,59616,0,S/C 220 kV,AIS,High,12,2017,2020,461,173.55741709611272,220,S/C,0
PROJ-2979,KanpurGIS,Northern Plains,2133,1423,2,59766,3408,220921,2,D/C 765 kV,GIS,Low,12,2011,2013,568,2970.4146518221874,765,D/C,2+
PROJ-1092,KeonjharExt,Hilly Forests,2371,2450,2,78890,2940,126787,4,S/C 220 kV,Hybrid,High,12,2011,2014,980,959.6355790124372,220,S/C,2+
PROJ-5137,Tuticorin,Coastal Plains,721,953,1,30687,858,54250,1,S/C 220 kV,AIS,High,12,2011,2013,286,202.40632373829794,220,S/C,1
PROJ-9042,RanchiRE Park,Hilly Forests,1412,1140,2,36708,1368,58995,0,S/C 220 kV,AIS,High,18,2021,2024,456,168.2034186238406,220,S/C,0
PROJ-8395,Gopalpur,Coastal Plains,1471,1531,1,46297,1608,87152,2,S/C 220 kV,Hybrid,Medium,12,2021,2024,536,410.7075629077968,220,S/C,2+
PROJ-3665,Kanpur,Northern Plains,651,923,1,25844,969,35824,1,S/C 220 kV,GIS,Low,12,2016,2018,323,151.63163353169566,220,S/C,1
PROJ-8292,Rewa,Central Plains,1049,1260,2,38102,1323,65205,0,S/C 220 kV,AIS,Medium,18,2016,2018,441,216.63903237660918,220,S/C,0
PROJ-2802,Mandsaur-III,Central Plains,7089,4610,2,209110,11070,715702,3,D/C 765 kV,GIS,Medium,12,2020,2023,1845,2858.304388534202,765,D/C,2+
PROJ-4983,Dharamjaygarh,Hilly Forests,2437,1965,2,72312,3924,325404,4,D/C 400 kV,Hybrid,High,18,2022,2024,654,2192.8444577801192,400,D/C,2+
PROJ-3991,Jind,Northern Plains,922,1085,1,30380,1302,56149,1,S/C 220 kV,AIS,Low,18,2014,2018,434,278.8109210407773,220,S/C,1
PROJ-9032,Firozabad,Northern Plains,1377,2725,1,76300,2049,105764,3,S/C 220 kV,GIS,Low,12,2017,2020,683,415.3036399286693,220,S/C,2+
PROJ-8583,Bikaner-II,Desert Plains,1044,952,2,32901,1890,157651,1,D/C 400 kV,AIS,Medium,18,2019,2023,315,411.21092114129533,400,D/C,1
PROJ-7529,SolapurGIS,Central Plains,1445,1200,1,54432,2880,248400,1,D/C 765 kV,Hybrid,Medium,12,2019,2021,480,1023.1301129062243,765,D/C,1
PROJ-4258,Bakhtiyarpur,Northern Plains,1267,1465,2,46880,2928,242604,3,D/C 400 kV,AIS,Low,18,2010,2012,488,1472.5057290216696,400,D/C,2+
PROJ-9166,Varanasi,Northern Plains,4021,5807,2,185824,11616,961639,4,D/C 400 kV,Hybrid,Low,18,2018,2020,1936,1976.7322944696807,400,D/C,2+
PROJ-5132,Keonjhar,Hilly Forests,1184,1068,2,39302,2130,176861,3,D/C 400 kV,AIS,High,18,2014,2017,355,1549.2383171007227,400,D/C,2+
PROJ-8574,Koppal-III,Coastal Plains,1992,1620,1,73483,2916,276656,3,D/C 765 kV,GIS,Medium,18,2022,2024,486,1596.1905512836247,765,D/C,2+
PROJ-8724,Fatuha,Northern Plains,1643,1462,2,46784,2940,181580,3,D/C 400 kV,GIS,Low,12,2020,2022,490,1609.0121381868662,400,D/C,2+
PROJ-8790,KeonjharRE Park,Hilly Forests,2760,1499,2,72402,3600,232720,4,D/C 765 kV,GIS,High,12,2011,2013,600,2431.423104614058,765,D/C,2+
PROJ-7854,Ananthapuram,Coastal Plains,2174,3047,2,92141,2742,130088,2,S/C 220 kV,GIS,Medium,18,2015,2017,914,264.5667950750296,220,S/C,2+
PROJ-8265,Varanasi,Northern Plains,1382,1284,2,53928,3084,265788,3,D/C 765 kV,AIS,Low,12,2014,2018,514,4435.735184578121,765,D/C,2+
PROJ-3802,Kanpur,Northern Plains,1640,1360,2,43520,3264,168912,5,D/C 400 kV,GIS,Low,12,2021,2025,544,2472.04591436739,400,D/C,2+
PROJ-8463,Neemrana,Desert Plains,2223,1699,2,77067,4086,263770,5,D/C 765 kV,GIS,Medium,18,2016,2019,681,3843.906490808021,765,D/C,2+
PROJ-8443,JindGIS,Northern Plains,1871,3706,2,103768,2784,191785,2,S/C 220 kV,Hybrid,Low,12,2017,2020,928,447.02292528384737,220,S/C,2+
PROJ-6322,Rewa,Central Plains,634,803,1,24283,843,41555,2,S/C 220 kV,Hybrid,Medium,12,2017,2021,281,335.1023948528916,220,S/C,2+
PROJ-1037,Mandsaur,Central Plains,5245,4638,2,160289,11130,768053,5,D/C 400 kV,AIS,Medium,18,2021,2025,1855,2062.819477774056,400,D/C,2+
PROJ-5740,AngulGIS,Hilly Forests,1822,2889,1,93026,2169,112129,2,S/C 220 kV,GIS,High,12,2016,2020,723,327.8472502032285,220,S/C,2+
PROJ-7865,Kanpur,Northern Plains,1872,1899,1,60768,3798,314474,2,D/C 400 kV,Hybrid,Low,12,2017,2020,633,966.9946000247742,400,D/C,2+
PROJ-4133,Turumunga,Hilly Forests,1220,661,1,31926,1590,136827,2,D/C 765 kV,Hybrid,High,12,2010,2014,265,1048.4805180447793,765,D/C,2+
PROJ-6584,Ranchi,Hilly Forests,4682,6067,1,195357,5460,235475,3,S/C 220 kV,GIS,High,12,2020,2022,1820,403.01639587709474,220,S/C,2+
PROJ-8910,Ramgarh,Desert Plains,2912,2771,2,95766,5538,458878,3,D/C 400 kV,Hybrid,Medium,18,2021,2024,923,1806.7684686427433,400,D/C,2+
PROJ-8498,Fatuha,Northern Plains,1101,1037,2,43554,1866,214659,5,D/C 765 kV,AIS,Low,18,2017,2019,311,2552.6302315485073,765,D/C,2+
PROJ-9923,Barmer-III,Desert Plains,1256,1362,2,47071,2718,225547,4,D/C 400 kV,Hybrid,Medium,18,2013,2016,453,2101.5841804122924,400,D/C,2+
PROJ-2789,Yadadri,Central Plains,2405,1728,1,78382,4140,357696,4,D/C 765 kV,AIS,Medium,12,2022,2024,690,2291.873331702751,765,D/C,2+
PROJ-5420,Dharamjaygarh,Hilly Forests,2178,1477,1,71339,2658,305739,4,D/C 765 kV,AIS,High,18,2022,2025,443,3972.140486160819,765,D/C,2+
PROJ-7351,Jaipur-II,Desert Plains,2129,2537,1,87679,5076,315095,5,D/C 400 kV,GIS,Medium,12,2019,2021,846,2565.841033123616,400,D/C,2+
PROJ-4198,Jind-II,Northern Plains,2152,2027,2,85134,3648,419589,5,D/C 765 kV,Hybrid,Low,18,2016,2020,608,3661.6777296200908,765,D/C,2+
PROJ-8637,Angul,Hilly Forests,1664,1418,2,52182,2844,176116,3,D/C 400 kV,GIS,High,18,2021,2025,474,1355.7181761568245,400,D/C,2+
PROJ-5007,Rewa,Central Plains,1665,1137,1,51574,2730,176519,1,D/C 765 kV,GIS,Medium,12,2021,2023,455,514.4706415028651,765,D/C,1
PROJ-1350,Nagpur,Central Plains,5032,5617,1,194124,11250,930175,3,D/C 400 kV,AIS,Medium,12,2021,2023,1875,1571.862942811038,400,D/C,2+
PROJ-3248,Khetri,Desert Plains,2315,1826,1,82827,4380,377982,2,D/C 765 kV,AIS,Medium,18,2018,2020,730,1063.7135250565202,765,D/C,2+
PROJ-8358,Jind-III,Northern Plains,841,818,1,22904,981,31749,1,S/C 220 kV,GIS,Low,12,2020,2022,327,284.92456356850573,220,S/C,1
PROJ-5387,KishenpurRE Park,Hilly Forests,1952,1282,2,61921,3078,265374,3,D/C 765 kV,Hybrid,High,18,2015,2019,513,1713.4657676477432,765,D/C,2+
PROJ-1981,JaipurExt,Desert Plains,1727,1174,1,53253,2832,243018,4,D/C 765 kV,Hybrid,Medium,12,2021,2023,472,5552.759811856749,765,D/C,2+
PROJ-9606,Bikaner,Desert Plains,6003,5730,1,210864,11454,711666,5,D/C 400 kV,GIS,High,12,2020,2022,1909,2145.7738540501823,400,D/C,2+
PROJ-6714,Ananthapuram,Coastal Plains,1529,1591,2,48112,1671,90568,3,S/C 220 kV,Hybrid,Medium,12,2021,2024,557,586.4928302774567,220,S/C,2+
PROJ-3391,Bakhtiyarpur,Northern Plains,964,1911,1,53508,1434,98894,1,S/C 220 kV,Hybrid,Low,12,2010,2012,478,197.98635064897215,220,S/C,1
PROJ-9087,Choutuppal-III,Central Plains,1635,963,2,43682,2310,149506,3,D/C 765 kV,GIS,Medium,18,2019,2022,385,2272.9710689734657,765,D/C,2+
PROJ-3238,Dharamjaygarh-III,Hilly Forests,1334,1082,2,39818,2166,134384,2,D/C 400 kV,GIS,High,12,2012,2014,361,886.5631506958898,400,D/C,2+
PROJ-3199,DhanbadExt,Hilly Forests,1419,1877,1,60439,1689,72851,1,S/C 220 kV,GIS,High,12,2019,2023,563,210.70617707143666,220,S/C,1
PROJ-4356,Kurnool,Coastal Plains,2013,2423,2,83739,4842,331030,5,D/C 400 kV,GIS,Medium,12,2019,2023,807,2179.0802236367,400,D/C,2+
PROJ-9895,Jind,Northern Plains,826,972,1,27216,1167,50301,1,S/C 220 kV,AIS,Low,18,2011,2013,389,106.73006642701132,220,S/C,1
PROJ-3605,Sonipat,Northern Plains,933,1323,1,37044,1389,51349,1,S/C 220 kV,GIS,Low,12,2012,2014,463,180.9211765893726,220,S/C,1
PROJ-4925,Paradeep,Coastal Plains,3048,2870,3,138621,5166,653499,5,D/C 765 kV,AIS,High,18,2016,2019,861,4788.159372725875,765,D/C,2+
PROJ-6596,Kanpur,Northern Plains,938,901,1,28832,1806,149206,3,D/C 400 kV,Hybrid,Low,18,2018,2020,301,1038.519787454724,400,D/C,2+
PROJ-2558,Koppal,Central Plains,1234,1280,1,38707,1344,49680,1,S/C 220 kV,GIS,Medium,18,2022,2026,448,148.48376277744217,220,S/C,1
PROJ-5589,Vijayawada,Coastal Plains,1096,973,2,44135,1752,166164,2,D/C 765 kV,GIS,Medium,12,2018,2022,292,1129.6684375723826,765,D/C,2+
PROJ-6511,Dharamjaygarh,Hilly Forests,3168,1936,1,93509,4638,400752,5,D/C 765 kV,AIS,High,18,2022,2025,773,4846.616485217351,765,D/C,2+
PROJ-7478,Koppal,Central Plains,2394,2282,3,69008,2739,118093,3,S/C 220 kV,AIS,Medium,18,2020,2023,913,707.5899991881321,220,S/C,2+
PROJ-3798,Dharamjaygarh,Hilly Forests,1490,1319,1,48539,2634,218426,2,D/C 400 kV,Hybrid,High,12,2013,2017,439,856.0130291081416,400,D/C,2+
PROJ-1894,Kanpur,Northern Plains,1646,1448,1,46336,2898,179842,2,D/C 400 kV,GIS,Low,12,2020,2023,483,1022.4322059738372,400,D/C,2+
PROJ-6350,Aligarh-III,Northern Plains,3266,6150,1,172200,5535,318262,2,S/C 220 kV,AIS,Low,18,2018,2020,1845,238.62019143909805,220,S/C,2+
PROJ-3215,Jaisalmer,Desert Plains,1301,1182,2,43498,2358,146804,1,D/C 400 kV,GIS,High,12,2018,2022,393,439.5425059270643,400,D/C,1
PROJ-1643,Khetri,Desert Plains,3961,5390,1,186278,10764,892584,2,D/C 400 kV,AIS,Medium,12,2011,2013,1794,798.8089937211045,400,D/C,2+
PROJ-9771,Fatehgarh,Desert Plains,1973,1857,1,59795,1950,96100,2,S/C 220 kV,Hybrid,High,18,2020,2022,650,234.30042036444175,220,S/C,2+
PROJ-1893,Nellore,Coastal Plains,2671,2861,2,98876,5724,521160,4,D/C 400 kV,Hybrid,Medium,12,2016,2019,954,2147.013475159295,400,D/C,2+
PROJ-2887,Jaisalmer,Desert Plains,1274,746,1,36032,1782,154422,4,D/C 765 kV,AIS,High,12,2020,2024,297,2805.845983172642,765,D/C,2+
PROJ-2860,Bhadla-III,Desert Plains,1474,1058,2,36564,2538,131404,2,D/C 400 kV,GIS,Medium,18,2020,2023,423,944.0367175238835,400,D/C,2+
PROJ-9494,Dhanbad,Hilly Forests,1807,1328,2,48870,3186,219917,3,D/C 400 kV,Hybrid,High,12,2016,2020,531,1742.599717589079,400,D/C,2+
PROJ-1282,JaipurGIS,Desert Plains,911,720,2,32659,1296,149040,3,D/C 765 kV,AIS,Medium,18,2022,2026,216,4385.932964202377,765,D/C,2+
PROJ-5693,Khetri,Desert Plains,1260,1084,1,37463,2166,134633,3,D/C 400 kV,GIS,Medium,18,2019,2023,361,1538.1175230855038,400,D/C,2+
PROJ-4095,GadagExt,Central Plains,1415,1665,1,50350,1998,64623,2,S/C 220 kV,GIS,Medium,18,2018,2021,666,451.74197705157536,220,S/C,2+
PROJ-6235,Bakhtiyarpur,Northern Plains,1857,1996,1,63872,4002,330538,5,D/C 400 kV,AIS,Low,12,2017,2019,667,2623.5320854617794,400,D/C,2+
PROJ-7514,Indore,Central Plains,3540,3033,2,137577,5460,627831,5,D/C 765 kV,AIS,Medium,12,2022,2026,910,7031.771055478231,765,D/C,2+
PROJ-8951,Kudankulam,Coastal Plains,1197,836,1,40379,2028,190357,4,D/C 765 kV,AIS,High,18,2013,2017,338,4490.063473650864,765,D/C,2+
PROJ-1647,BikanerRE Park,Desert Plains,5250,5559,2,192119,11142,920570,3,D/C 400 kV,Hybrid,Medium,18,2021,2024,1857,1598.3267540509432,400,D/C,2+
PROJ-3534,Ranchi,Hilly Forests,3228,2235,2,107950,5358,346984,4,D/C 765 kV,GIS,High,12,2010,2014,893,4900.384075590604,765,D/C,2+
PROJ-7930,Fatehgarh-II,Desert Plains,1457,1347,1,61100,2424,278829,5,D/C 765 kV,Hybrid,Medium,18,2018,2021,404,3801.9867937253584,765,D/C,2+
PROJ-3839,BeawarRE Park,Desert Plains,1422,1800,2,54432,1890,93150,1,S/C 220 kV,AIS,Medium,12,2017,2020,630,194.5961962741472,220,S/C,1
PROJ-7960,Dhanbad,Hilly Forests,3071,2074,2,100174,4998,429318,5,D/C 765 kV,Hybrid,High,12,2011,2013,833,3468.6946651240532,765,D/C,2+
PROJ-1554,Yadadri,Central Plains,1032,1215,1,36742,1458,62876,0,S/C 220 kV,Hybrid,Medium,18,2011,2015,486,202.51818505345926,220,S/C,0
PROJ-5358,Mandsaur,Central Plains,5871,4629,1,209971,11106,718652,3,D/C 765 kV,GIS,Medium,18,2010,2014,1851,3443.0080683624774,765,D/C,2+
PROJ-8424,Kanpur-II,Northern Plains,1452,2073,2,58044,1866,80458,3,S/C 220 kV,GIS,Low,12,2022,2024,622,648.3718562894123,220,S/C,2+
PROJ-2045,Ranchi,Hilly Forests,3172,2235,3,82248,5364,277587,5,D/C 400 kV,GIS,High,12,2015,2018,894,2191.4732271569774,400,D/C,2+
PROJ-9399,Kishenpur-II,Hilly Forests,1915,1660,2,61088,3312,206172,2,D/C 400 kV,GIS,High,12,2018,2022,552,960.4252132821719,400,D/C,2+
PROJ-3582,Keonjhar,Hilly Forests,2034,1897,2,61083,1992,98170,2,S/C 220 kV,Hybrid,High,12,2021,2025,664,334.5642188733077,220,S/C,2+
PROJ-4443,Firozabad,Northern Plains,1280,1142,2,47964,2712,236394,4,D/C 765 kV,AIS,Low,18,2011,2013,452,4039.729981630594,765,D/C,2+
PROJ-3317,Varanasi,Northern Plains,1837,1730,1,72660,3114,268582,3,D/C 765 kV,GIS,Low,18,2016,2020,519,3861.9775123721856,765,D/C,2+
PROJ-3988,Ananthapuram,Coastal Plains,1653,1986,1,60057,2085,113053,4,S/C 220 kV,AIS,Medium,18,2018,2021,695,1145.1377552689755,220,S/C,2+
PROJ-8659,North Karanpura,Hilly Forests,2131,1404,1,67813,3360,290628,4,D/C 765 kV,AIS,High,18,2015,2017,560,2161.9512973132178,765,D/C,2+
PROJ-2053,GadagExt,Central Plains,7719,6300,2,285768,11340,978075,5,D/C 765 kV,GIS,Medium,12,2021,2023,1890,5831.350684604238,765,D/C,2+
PROJ-1632,Barmer,Desert Plains,2048,1820,1,66976,3642,301392,4,D/C 400 kV,Hybrid,High,18,2014,2016,607,1861.8433517458282,400,D/C,2+
PROJ-4299,Jaisalmer,Desert Plains,1193,1183,1,57139,2130,244881,4,D/C 765 kV,Hybrid,High,12,2017,2019,355,2336.0068580825027,765,D/C,2+
PROJ-5367,Gadag,Coastal Plains,1343,1983,1,59966,1785,112882,2,S/C 220 kV,Hybrid,Medium,12,2013,2016,595,405.79185685241225,220,S/C,2+
PROJ-5748,Sonipat-II,Northern Plains,2690,2260,2,72320,5424,280692,4,D/C 400 kV,GIS,Low,18,2011,2015,904,2286.475538289082,400,D/C,2+
PROJ-8991,KeonjharExt,Hilly Forests,1805,1105,2,53371,2670,228735,1,D/C 765 kV,Hybrid,High,18,2010,2013,445,971.0828507045132,765,D/C,1
PROJ-4498,Paradeep,Coastal Plains,948,1175,2,37835,1410,66887,1,S/C 220 kV,AIS,High,12,2010,2013,470,162.02944421816042,220,S/C,1
PROJ-2893,Mainpuri,Northern Plains,5268,5249,1,167968,10518,651926,4,D/C 400 kV,GIS,Low,18,2022,2025,1753,2007.2810400328094,400,D/C,2+
PROJ-6804,Aligarh,Northern Plains,1115,1500,1,42000,1575,77625,3,S/C 220 kV,AIS,Low,18,2019,2022,525,353.17978484974844,220,S/C,2+
PROJ-8923,Sonipat,Northern Plains,4593,5586,2,178752,11184,925042,5,D/C 400 kV,AIS,Low,12,2013,2015,1864,2464.0425334064266,400,D/C,2+
PROJ-2503,Vijayawada,Coastal Plains,2236,2568,3,88750,5148,467787,2,D/C 400 kV,AIS,Medium,12,2013,2017,858,837.9055992385087,400,D/C,2+
PROJ-4034,Fatuha,Northern Plains,1714,1700,1,71400,3060,263925,5,D/C 765 kV,GIS,Low,12,2016,2020,510,7485.109022808485,765,D/C,2+
PROJ-7953,Bakhtiyarpur,Northern Plains,1377,1323,2,42336,2652,219089,2,D/C 400 kV,Hybrid,Low,18,2014,2018,442,1094.2261259786317,400,D/C,2+
PROJ-4585,FirozabadExt,Northern Plains,1036,1285,1,35980,1542,66499,2,S/C 220 kV,AIS,Low,12,2011,2013,514,243.24934099083842,220,S/C,2+
PROJ-7512,Gurgaon,Northern Plains,6436,6060,1,254520,10908,1254420,4,D/C 765 kV,AIS,Low,18,2017,2021,1818,5822.070825668963,765,D/C,2+
PROJ-6448,Paradeep,Coastal Plains,2100,1970,1,72496,3942,269141,4,D/C 400 kV,GIS,High,12,2019,2023,657,1889.5327084361775,400,D/C,2+
PROJ-1724,Raigarh,Hilly Forests,1775,1538,2,56598,3084,254693,2,D/C 400 kV,Hybrid,High,12,2013,2017,514,980.8476289134165,400,D/C,2+
PROJ-2652,NelloreGIS,Coastal Plains,1273,1368,2,47278,2724,249195,2,D/C 400 kV,AIS,Medium,18,2017,2019,454,1141.8003584866065,400,D/C,2+
PROJ-6952,Barmer-III,Desert Plains,1973,1959,1,67703,3918,324410,4,D/C 400 kV,Hybrid,Medium,18,2012,2016,653,1673.9734283369596,400,D/C,2+
PROJ-4723,Sonipat,Northern Plains,1019,806,1,25792,1614,100105,1,D/C 400 kV,GIS,Low,18,2021,2023,269,579.0566790379562,400,D/C,1
PROJ-7640,Firozabad,Northern Plains,1522,1510,1,63420,2718,234427,5,D/C 765 kV,GIS,Low,12,2016,2018,453,6603.1369670951835,765,D/C,2+
PROJ-6218,Sikar,Desert Plains,1617,1338,1,60692,3222,276966,3,D/C 765 kV,Hybrid,Medium,12,2010,2013,537,1732.8956557493852,765,D/C,2+
PROJ-8045,Gurgaon,Northern Plains,3397,2980,2,125160,5364,616860,5,D/C 765 kV,Hybrid,Low,12,2021,2024,894,7040.1743816786075,765,D/C,2+
PROJ-1340,Jaipur,Desert Plains,1260,1268,1,43822,2556,209981,2,D/C 400 kV,AIS,Medium,12,2018,2021,426,1199.4506460868636,400,D/C,2+
PROJ-8905,KhetriGIS,Desert Plains,1675,1322,2,59966,3168,205240,4,D/C 765 kV,GIS,Medium,18,2013,2016,528,3190.187045373321,765,D/C,2+
PROJ-5188,Barmer-II,Desert Plains,1819,1460,1,50458,3504,181332,5,D/C 400 kV,GIS,Medium,18,2018,2022,584,1588.3486739729137,400,D/C,2+
PROJ-1704,Kurnool,Coastal Plains,2576,2786,3,96284,5556,507498,4,D/C 400 kV,Hybrid,Medium,12,2022,2024,926,1763.780662944896,400,D/C,2+
PROJ-1549,Mainpuri,Northern Plains,1596,1583,1,66486,2850,327681,3,D/C 765 kV,AIS,Low,12,2013,2015,475,1741.010599708463,765,D/C,2+
PROJ-3737,Nagbhid,Central Plains,1820,1910,2,66010,4584,316296,4,D/C 400 kV,AIS,Medium,12,2019,2023,764,1929.751170699894,400,D/C,2+
PROJ-9650,Kishenpur,Hilly Forests,1848,1122,2,54193,2688,174190,2,D/C 765 kV,GIS,High,18,2015,2019,448,2911.2427595627123,765,D/C,2+
PROJ-5104,FirozabadGIS,Northern Plains,3751,5413,1,173216,10836,896393,3,D/C 400 kV,Hybrid,Low,18,2015,2019,1806,1864.1389893732032,400,D/C,2+
PROJ-7896,UmredExt,Central Plains,1393,1640,1,49594,1968,63652,1,S/C 220 kV,GIS,Medium,18,2011,2015,656,146.5460483740107,220,S/C,1
PROJ-4532,Ramgarh-II,Desert Plains,2086,3500,2,105840,2631,181125,2,S/C 220 kV,Hybrid,Medium,18,2014,2016,877,316.03690598029914,220,S/C,2+
PROJ-4762,Bakhtiyarpur,Northern Plains,645,914,2,25592,960,47299,1,S/C 220 kV,Hybrid,Low,12,2010,2014,320,170.76056612879512,220,S/C,1
PROJ-8823,Jaipur,Desert Plains,4166,4718,2,163054,11322,781301,3,D/C 400 kV,AIS,Medium,12,2018,2022,1887,1064.7501414678304,400,D/C,2+
PROJ-3347,Ranchi,Hilly Forests,1250,1057,2,38898,2088,175039,3,D/C 400 kV,Hybrid,High,12,2010,2012,348,1147.5561909250516,400,D/C,2+
PROJ-9319,MandsaurRE Park,Central Plains,1410,1556,1,53775,3102,257674,4,D/C 400 kV,Hybrid,Medium,12,2014,2017,517,1578.5926647010026,400,D/C,2+
PROJ-7643,Keonjhar,Hilly Forests,3358,2200,2,106260,5292,341550,5,D/C 765 kV,GIS,High,18,2018,2020,882,5328.224411923943,765,D/C,2+
PROJ-2202,Raigarh-III,Hilly Forests,835,862,1,27756,1035,44608,0,S/C 220 kV,AIS,High,12,2019,2023,345,240.95916722643733,220,S/C,0
PROJ-8901,Bakhtiyarpur,Northern Plains,3433,5343,1,149604,5610,207375,4,S/C 220 kV,GIS,Low,18,2022,2026,1870,1098.7785368448035,220,S/C,2+
PROJ-9685,Yadadri,Central Plains,1274,1580,1,47779,1896,81765,2,S/C 220 kV,Hybrid,Medium,12,2014,2018,632,408.39655545974284,220,S/C,2+
PROJ-9763,Angul,Hilly Forests,3410,2526,3,122006,6090,392161,5,D/C 765 kV,GIS,High,12,2015,2019,1015,3506.2518227558485,765,D/C,2+
PROJ-6124,Kishenpur-III,Hilly Forests,1295,753,1,36370,1806,155871,2,D/C 765 kV,Hybrid,High,18,2021,2025,301,2530.306321697094,765,D/C,2+
PROJ-7631,Neemrana,Desert Plains,962,1704,1,51529,1278,66136,1,S/C 220 kV,GIS,Medium,12,2013,2016,426,163.47081672005132,220,S/C,1
PROJ-2284,Sonipat-II,Northern Plains,1477,1237,2,51954,2988,256059,3,D/C 765 kV,AIS,Low,18,2019,2021,498,3458.2792679283757,765,D/C,2+
PROJ-1422,Koppal,Central Plains,2792,4638,1,140253,5565,180012,3,S/C 220 kV,GIS,Medium,12,2017,2019,1855,680.2674237259504,220,S/C,2+
PROJ-9974,Varanasi-II,Northern Plains,1972,1931,2,61792,3882,319774,5,D/C 400 kV,Hybrid,Low,18,2012,2014,647,1594.9935777496153,400,D/C,2+
PROJ-7890,North Karanpura,Hilly Forests,3265,2152,3,103942,5148,445464,5,D/C 765 kV,AIS,High,18,2014,2017,858,2510.704596727376,765,D/C,2+
PROJ-8202,Fatuha,Northern Plains,1528,1313,2,42016,2634,163075,2,D/C 400 kV,GIS,Low,12,2021,2024,439,1140.238102737632,400,D/C,2+
PROJ-8935,Jind,Northern Plains,2336,1764,1,74088,4236,273861,4,D/C 765 kV,GIS,Low,12,2021,2025,706,5232.3106708025025,765,D/C,2+
PROJ-2690,Fatuha,Northern Plains,1048,997,1,31904,1992,165103,1,D/C 400 kV,Hybrid,Low,18,2021,2025,332,620.2980223929613,400,D/C,1
PROJ-8094,Jaipur-III,Desert Plains,1223,1688,2,51045,1269,65515,1,S/C 220 kV,GIS,Medium,18,2021,2023,423,136.58479968426258,220,S/C,1
PROJ-2261,Ranchi,Hilly Forests,2181,1771,1,65173,3540,293278,2,D/C 400 kV,Hybrid,High,12,2012,2015,590,925.710240287927,400,D/C,2+
PROJ-1777,Fatuha,Northern Plains,3473,3047,2,127974,5484,473047,3,D/C 765 kV,GIS,Low,12,2022,2024,914,2229.0057423863573,765,D/C,2+
