Project_ID,Location,Geographic_Region,Budget_Cr,Tower_Count,Substations_Count,Steel_Demand_Tons,Conductor_Demand_Km,Insulator_Demand_Nos,Transformer_Demand_Units,Tower_Type,Substation_Type,Terrain_Difficulty,Tax_Rate,Start_Year,Completion_Year,Line_Length_CKM,Transformation_Capacity_MVA
PROJ-4830,Gujarat,Desert Plains,2342.0,2482,3,86870.0,2979,60759,3,S/C 220 kV,AIS,Low,12,2010,2014,993,4521
PROJ-5827,Gujarat,Desert Plains,1307.0,1184,1,35520.0,2364,85248,3,D/C 400 kV,AIS,Medium,18,2019,2023,394,1436
PROJ-6880,Gujarat,Desert Plains,2035.0,2187,1,65610.0,3936,328050,3,D/C 765 kV,Hybrid,High,18,2018,2020,656,3100
PROJ-1924,Delhi,Northern Plains,953.0,786,1,23580.0,825,18864,2,S/C 220 kV,AIS,Medium,12,2020,2022,275,500
PROJ-9274,Rajasthan,Desert Plains,1367.0,1025,1,35875.0,1230,24600,1,S/C 220 kV,AIS,Low,18,2021,2023,410,1632
PROJ-5584,Odisha,Coastal Plains,1439.0,1850,2,74000.0,3330,283050,3,D/C 765 kV,AIS,High,12,2018,2020,555,2670
PROJ-3871,Assam,Hilly Forests,975.0,869,1,24859.0,1758,62568,1,D/C 400 kV,Hybrid,High,12,2014,2016,293,500
PROJ-4824,Raipur,Hilly Forests,1645.0,1285,2,38550.0,3084,83268,2,D/C 400 kV,GIS,Low,12,2020,2023,514,2974
PROJ-2350,Odisha,Coastal Plains,1046.0,683,2,23905.0,717,16392,1,S/C 220 kV,Hybrid,Medium,12,2010,2012,239,500
PROJ-5041,Rajasthan,Desert Plains,1362.0,1740,1,69600.0,3132,261000,3,D/C 765 kV,Hybrid,High,18,2011,2013,522,1338
PROJ-9608,Gujarat,Desert Plains,1486.0,1378,2,41340.0,3306,101200,4,D/C 400 kV,Hybrid,Low,18,2014,2018,551,2861
PROJ-6967,Bihar,Northern Plains,1418.0,6293,2,251720.0,11328,849555,3,D/C 765 kV,GIS,High,18,2016,2019,1888,3209
PROJ-5994,Assam,Hilly Forests,1117.0,688,1,24080.0,825,14861,1,S/C 220 kV,GIS,Low,18,2019,2022,275,500
PROJ-4438,Bihar,Northern Plains,1473.0,1580,2,47400.0,1422,32877,3,S/C 220 kV,GIS,High,18,2014,2017,474,2946
PROJ-1124,Delhi,Northern Plains,2690.469480286639,2705,2,81295.73313488536,5424,168857,5,D/C 400 kV,GIS,Low,18,2013,2016,904,4664
PROJ-8640,Rajasthan,Desert Plains,1079.0,890,2,26747.9491645279,1776,67640,2,D/C 400 kV,Hybrid,Medium,18,2013,2017,296,500
PROJ-3774,Bihar,Northern Plains,1337.0,875,2,25949.0,2100,131250,1,D/C 765 kV,Hybrid,Low,18,2014,2016,350,1601
PROJ-8276,Chhattisgarh,Hilly Forests,1118.0,4425,1,154875.0,5310,106200,4,S/C 220 kV,AIS,Low,18,2010,2012,1770,3015
PROJ-9825,Jabalpur,Hilly Forests,2654.0,2820,3,84600.0,5076,423000,3,D/C 765 kV,Hybrid,High,18,2017,2021,846,4513
PROJ-5947,Odisha,Coastal Plains,1215.0,967,1,26393.0,1926,62662,1,D/C 400 kV,GIS,Medium,18,2021,2024,321,500
PROJ-6169,Gujarat,Desert Plains,1916.0,1806,2,49296.0,4344,270900,2,D/C 765 kV,AIS,Low,18,2017,2020,724,2891
PROJ-2655,Jabalpur,Hilly Forests,2410.0,3831,2,115136.396909333,2880,91944,4,S/C 220 kV,AIS,High,18,2010,2013,960,4580
PROJ-8939,Raipur,Hilly Forests,1444.0,1328,1,39911.54661853152,3186,199200,2,D/C 765 kV,Hybrid,Low,12,2014,2018,531,3001
PROJ-2846,Rajasthan,Desert Plains,2690.469480286639,2945,3,88508.66324666816,5880,183839,4,D/C 400 kV,GIS,Medium,18,2017,2019,980,4255
PROJ-7297,Gujarat,Desert Plains,1031.0,798,2,23940.0,1914,49814,1,D/C 400 kV,GIS,Low,18,2021,2025,319,500
PROJ-2644,Odisha,Coastal Plains,1890.0,1742,1,56805.0,4182,127932,4,D/C 400 kV,Hybrid,Low,18,2015,2018,697,2790
PROJ-7344,Karnataka,Coastal Plains,862.0,726,2,21780.0,762,17424,1,S/C 220 kV,AIS,Medium,12,2011,2013,254,500
PROJ-3508,Bihar,Northern Plains,2330.0,2702,3,81513.0,5400,197246,3,D/C 400 kV,AIS,High,12,2017,2019,900,4411
PROJ-4167,Chhattisgarh,Hilly Forests,1112.0,720,1,21600.0,1722,99360,1,D/C 765 kV,GIS,Medium,18,2011,2015,287,500
PROJ-7863,Gujarat,Desert Plains,1448.0,1124,2,33720.0,2706,168600,3,D/C 765 kV,Hybrid,Low,12,2016,2018,451,2010
PROJ-9529,Delhi,Northern Plains,1428.0,1231,1,36930.0,2964,174802,2,D/C 765 kV,Hybrid,Medium,18,2021,2024,494,3121
PROJ-5094,Chhattisgarh,Hilly Forests,974.0,763,2,26705.0,801,18312,1,S/C 220 kV,Hybrid,Medium,18,2012,2014,267,500
PROJ-3363,Bihar,Northern Plains,1536.0,1241,2,35151.0,2982,177463,3,D/C 765 kV,GIS,Medium,12,2015,2019,497,1311
PROJ-9267,Gujarat,Desert Plains,1243.0,6163,2,215705.0,5547,150870,3,S/C 220 kV,Hybrid,High,12,2016,2018,1849,3294
PROJ-2786,Bihar,Northern Plains,1978.0,2213,1,88520.0,3984,338589,2,D/C 765 kV,Hybrid,High,18,2022,2025,664,3169
PROJ-2552,Bihar,Northern Plains,933.0,942,1,28260.0,2250,136590,2,D/C 765 kV,AIS,Medium,12,2011,2015,375,500
PROJ-4666,Karnataka,Coastal Plains,1591.0,1341,1,40302.24699958642,3216,181035,3,D/C 765 kV,GIS,Medium,18,2022,2024,536,1099
PROJ-8989,Odisha,Coastal Plains,1585.0,1508,2,47897.0,3012,111592,3,D/C 400 kV,Hybrid,Medium,18,2011,2013,502,2891
PROJ-2459,Raipur,Hilly Forests,1914.0,1670,1,50189.97202782201,3990,250500,3,D/C 765 kV,AIS,Medium,18,2017,2021,665,2976
PROJ-6303,Bihar,Northern Plains,2614.0,2337,3,67409.0,4674,168264,5,D/C 400 kV,Hybrid,Low,18,2021,2024,779,4230
PROJ-3448,Rajasthan,Desert Plains,1110.0,986,2,29633.12120924102,1968,70992,1,D/C 400 kV,Hybrid,Medium,18,2015,2018,328,500
PROJ-4620,Bihar,Northern Plains,1271.0,1415,2,42450.0,3396,212250,2,D/C 765 kV,AIS,Low,18,2013,2017,566,1404
PROJ-2309,Bihar,Northern Plains,1570.0,1314,1,45990.0,1380,32167,4,S/C 220 kV,Hybrid,Medium,18,2019,2021,460,3131
PROJ-5088,Raipur,Hilly Forests,1110.0,4882,1,146460.0,11718,358534,2,D/C 400 kV,AIS,Low,18,2012,2014,1953,2871
PROJ-1364,Chhattisgarh,Hilly Forests,999.0,470,2,13947.0,1128,70500,2,D/C 765 kV,Hybrid,Medium,18,2017,2020,188,500
PROJ-3617,Karnataka,Coastal Plains,1295.0,1204,2,36184.866060777065,2412,86688,2,D/C 400 kV,AIS,Low,18,2013,2017,402,1715
PROJ-4705,Raipur,Hilly Forests,1212.0,5432,2,162960.0,10848,423696,3,D/C 400 kV,Hybrid,High,18,2011,2014,1808,3118
PROJ-7868,Gujarat,Desert Plains,1853.0,1453,2,42260.0,3504,210685,2,D/C 765 kV,Hybrid,Low,18,2010,2013,584,3164
PROJ-1877,Rajasthan,Desert Plains,1565.0,1268,1,38108.314090585816,2538,82166,2,D/C 400 kV,GIS,Low,12,2016,2018,423,1513
PROJ-7388,Delhi,Northern Plains,1904.0,1588,1,55580.0,1905,38874,3,S/C 220 kV,Hybrid,Low,12,2011,2014,635,3076
PROJ-8257,Chhattisgarh,Hilly Forests,1322.0,4480,2,134400.0,10752,290304,2,D/C 400 kV,GIS,Low,18,2012,2014,1792,2881
PROJ-9897,Raipur,Hilly Forests,1823.0,1485,1,44550.0,1782,35640,3,S/C 220 kV,AIS,Low,18,2020,2024,594,3012
PROJ-4435,Karnataka,Coastal Plains,1004.0,746,1,26110.0,783,17904,1,S/C 220 kV,Hybrid,Medium,12,2020,2023,261,500
PROJ-5988,Jabalpur,Hilly Forests,1463.0,1082,2,32460.0,2574,146070,3,D/C 765 kV,GIS,Low,12,2016,2019,429,1556
PROJ-5397,Delhi,Northern Plains,1591.0,1514,2,48117.0,3030,98107,4,D/C 400 kV,GIS,Medium,18,2015,2019,505,2631
PROJ-1268,Jabalpur,Hilly Forests,1066.0,980,1,29400.0,1968,70560,1,D/C 400 kV,Hybrid,High,18,2022,2024,328,500
PROJ-2303,Rajasthan,Desert Plains,1127.0,740,2,25900.0,777,15984,1,S/C 220 kV,GIS,Medium,18,2018,2021,259,500
PROJ-6556,Rajasthan,Desert Plains,1605.0,1378,1,41340.0,3306,89294,3,D/C 400 kV,GIS,Low,18,2020,2023,551,3098
PROJ-9769,Karnataka,Coastal Plains,2251.0,2269,3,68070.0,5460,340350,5,D/C 765 kV,AIS,Medium,12,2010,2013,910,5044
PROJ-7245,Raipur,Hilly Forests,1414.0,1266,2,38048.20633965429,2544,91152,1,D/C 400 kV,Hybrid,Medium,18,2011,2014,424,1419
PROJ-2129,Delhi,Northern Plains,1257.0,1261,2,37830.0,3018,184106,1,D/C 765 kV,AIS,Medium,18,2010,2012,503,1385
PROJ-7772,Delhi,Northern Plains,1116.0,5394,2,161820.0,5664,132045,2,S/C 220 kV,AIS,Medium,12,2016,2018,1888,3512
PROJ-1649,Bihar,Northern Plains,2269.0,1596,2,47965.98524335565,3810,215460,2,D/C 765 kV,GIS,Low,18,2012,2016,635,2763
PROJ-5789,Rajasthan,Desert Plains,2196.0,2475,2,74250.0,2970,59400,3,S/C 220 kV,AIS,Low,18,2022,2024,990,4341
PROJ-9678,Raipur,Hilly Forests,926.0,831,2,24974.77051204796,2010,124650,1,D/C 765 kV,AIS,Medium,12,2013,2016,335,500
PROJ-1242,Rajasthan,Desert Plains,1209.0,982,2,34370.0,1179,24039,3,S/C 220 kV,AIS,Low,18,2022,2025,393,1276
PROJ-3952,Odisha,Coastal Plains,2077.0,1925,2,57750.0,3852,142450,2,D/C 400 kV,Hybrid,Low,18,2012,2014,642,3155
PROJ-7517,Rajasthan,Desert Plains,1125.0,4752,1,166320.0,5703,116329,4,S/C 220 kV,Hybrid,Low,12,2022,2024,1901,2606
PROJ-4181,Karnataka,Coastal Plains,2255.0,2045,2,61460.17532748265,4098,127657,2,D/C 400 kV,GIS,High,12,2021,2023,683,2591
PROJ-3618,Bihar,Northern Plains,2422.0,2191,2,65848.04114548385,5250,295785,4,D/C 765 kV,Hybrid,Medium,18,2013,2016,875,4756
PROJ-2032,Gujarat,Desert Plains,895.0,715,1,19351.0,1746,106535,1,D/C 765 kV,AIS,Low,12,2014,2018,291,500
PROJ-4506,Delhi,Northern Plains,1533.0,1150,1,40250.0,1380,24840,3,S/C 220 kV,GIS,Low,12,2017,2021,460,1378
PROJ-4844,Raipur,Hilly Forests,2060.0,1900,1,61653.0,3804,136800,3,D/C 400 kV,Hybrid,High,18,2014,2017,634,3068
PROJ-6055,Bihar,Northern Plains,2690.469480286639,2619,3,78711.09984482985,5232,163488,5,D/C 400 kV,GIS,High,18,2020,2024,872,4543
PROJ-4208,Raipur,Hilly Forests,1002.0,798,1,23982.992621677826,1620,57456,1,D/C 400 kV,AIS,Low,18,2020,2024,270,500
PROJ-7487,Raipur,Hilly Forests,1391.0,984,1,29573.0134583095,2370,141696,2,D/C 765 kV,Hybrid,Low,18,2022,2025,395,1384
PROJ-6115,Delhi,Northern Plains,1273.0,5473,1,164190.0,10956,410475,4,D/C 400 kV,AIS,Medium,12,2013,2015,1826,3423
PROJ-1866,Odisha,Coastal Plains,2169.0,1551,2,43018.0,3726,212487,4,D/C 765 kV,GIS,Medium,12,2014,2018,621,2977
PROJ-1019,Bihar,Northern Plains,1191.0,830,1,29050.0,996,17271,1,S/C 220 kV,GIS,Low,12,2021,2024,332,500
PROJ-4001,Bihar,Northern Plains,1419.0,6033,1,241320.0,10860,814455,3,D/C 765 kV,GIS,High,12,2013,2016,1810,3510
PROJ-7144,Chhattisgarh,Hilly Forests,1913.0,2371,2,71257.73872932096,1782,61646,2,S/C 220 kV,Hybrid,High,18,2013,2015,594,2944
PROJ-1997,Jabalpur,Hilly Forests,2649.0,2636,3,79080.0,5274,164550,3,D/C 400 kV,GIS,High,12,2014,2018,879,4251
PROJ-3912,Gujarat,Desert Plains,983.0,610,1,20060.0,1218,45140,1,D/C 400 kV,Hybrid,Medium,18,2013,2016,203,500
PROJ-2821,Chhattisgarh,Hilly Forests,1607.0,1358,1,40740.0,3258,97776,3,D/C 400 kV,Hybrid,Low,12,2013,2015,543,2987
PROJ-5186,Odisha,Coastal Plains,1081.0,5359,2,161058.71862101686,10710,385848,3,D/C 400 kV,AIS,Medium,12,2010,2014,1785,2908
PROJ-5472,Odisha,Coastal Plains,2690.469480286639,2392,3,71888.87011410196,5742,322920,3,D/C 765 kV,GIS,Medium,12,2011,2015,957,4625
PROJ-5344,Chhattisgarh,Hilly Forests,897.0,838,1,29330.0,1005,20514,1,S/C 220 kV,AIS,Low,18,2011,2014,335,500
PROJ-5176,Assam,Hilly Forests,1270.0,2381,1,69423.0,1788,57144,2,S/C 220 kV,AIS,High,18,2016,2019,596,2872
PROJ-4547,Delhi,Northern Plains,2523.0,2551,2,89285.0,2679,61224,3,S/C 220 kV,Hybrid,Medium,12,2013,2015,893,4580
PROJ-1541,Chhattisgarh,Hilly Forests,1137.0,746,2,26110.0,783,15523,1,S/C 220 kV,GIS,Medium,12,2010,2013,261,500
PROJ-2651,Gujarat,Desert Plains,1388.0,1378,1,41340.0,2766,99216,4,D/C 400 kV,AIS,Low,18,2017,2019,461,2836
PROJ-4938,Chhattisgarh,Hilly Forests,2195.0,2470,1,86450.0,2223,51396,2,S/C 220 kV,GIS,High,18,2022,2025,741,3197
PROJ-5362,Chhattisgarh,Hilly Forests,2520.0,2016,2,60588.61293897556,4836,302400,4,D/C 765 kV,Hybrid,Low,12,2011,2015,806,4526
PROJ-9178,Jabalpur,Hilly Forests,1143.0,984,1,30904.0,1986,61425,2,D/C 400 kV,GIS,High,18,2010,2014,331,500
PROJ-7817,Karnataka,Coastal Plains,1313.0,5447,1,163703.4596620039,10902,392184,3,D/C 400 kV,Hybrid,Medium,12,2016,2018,1817,2878
PROJ-6192,Bihar,Northern Plains,1914.0,2170,2,86800.0,3906,332010,3,D/C 765 kV,Hybrid,High,12,2013,2015,651,2757
PROJ-9467,Gujarat,Desert Plains,1477.0,1810,1,72400.0,3258,276930,3,D/C 765 kV,Hybrid,High,12,2017,2020,543,3004
PROJ-8900,Jabalpur,Hilly Forests,2196.0,2661,2,79973.36261439184,5346,199575,4,D/C 400 kV,AIS,High,18,2018,2021,891,4559
PROJ-6695,Chhattisgarh,Hilly Forests,1140.0,888,2,26640.0,1782,55433,1,D/C 400 kV,GIS,High,18,2017,2020,297,500
PROJ-7831,Raipur,Hilly Forests,1398.0,1543,2,46290.0,1389,37032,2,S/C 220 kV,Hybrid,High,12,2012,2016,463,2883
PROJ-5919,Bihar,Northern Plains,1102.0,849,1,29715.0,891,18338,2,S/C 220 kV,GIS,Medium,18,2017,2019,297,500
PROJ-2953,Odisha,Coastal Plains,1348.0,1331,2,40001.7082449288,2646,95832,2,D/C 400 kV,AIS,High,18,2022,2025,441,1593
PROJ-8477,Rajasthan,Desert Plains,1479.0,1525,2,45832.16008528657,3654,205875,4,D/C 765 kV,GIS,Medium,18,2011,2014,609,2908
PROJ-2049,Gujarat,Desert Plains,1344.0,4809,1,144529.0871148479,11550,649215,3,D/C 765 kV,GIS,Low,12,2022,2026,1925,2916
PROJ-7136,Assam,Hilly Forests,1859.0,1856,2,55779.992864453685,3714,146624,3,D/C 400 kV,Hybrid,Low,12,2016,2019,619,2816
PROJ-5658,Delhi,Northern Plains,1008.0,625,2,18750.0,1500,45000,2,D/C 400 kV,AIS,Low,18,2016,2018,250,500
PROJ-1796,Assam,Hilly Forests,1282.0,2130,1,64014.75474207239,1599,51120,3,S/C 220 kV,AIS,High,12,2017,2020,533,3103
PROJ-4707,Rajasthan,Desert Plains,2274.0,1997,1,69895.0,2097,41554,2,S/C 220 kV,GIS,Medium,12,2022,2025,699,2861
PROJ-2025,Assam,Hilly Forests,2400.0,3113,2,108955.0,2802,76206,4,S/C 220 kV,AIS,High,18,2021,2023,934,4410
PROJ-4329,Karnataka,Coastal Plains,1613.0,1643,2,53896.0,3288,102563,3,D/C 400 kV,GIS,High,18,2022,2026,548,1227
PROJ-1108,Karnataka,Coastal Plains,1241.0,1660,2,49800.0,2988,249000,4,D/C 765 kV,AIS,High,18,2020,2023,498,2673
PROJ-9313,Chhattisgarh,Hilly Forests,2175.0,1655,1,57925.0,1986,35748,2,S/C 220 kV,GIS,Low,18,2018,2021,662,3062
PROJ-4640,Bihar,Northern Plains,2399.0,3267,2,130680.0,5880,490050,4,D/C 765 kV,AIS,High,12,2012,2015,980,4520
PROJ-2078,Jabalpur,Hilly Forests,909.0,745,2,22390.137221992456,1782,111750,2,D/C 765 kV,AIS,Medium,18,2019,2021,297,500
PROJ-8464,Rajasthan,Desert Plains,1223.0,1080,1,37800.0,1296,25920,2,S/C 220 kV,AIS,Low,18,2015,2019,432,1068
PROJ-7272,Delhi,Northern Plains,1174.0,6073,2,242920.0,10932,910950,4,D/C 765 kV,AIS,High,18,2020,2022,1822,2877
PROJ-5069,Jabalpur,Hilly Forests,2422.0,3107,2,124280.0,5592,466050,5,D/C 765 kV,AIS,High,12,2017,2021,932,4317
PROJ-5946,Rajasthan,Desert Plains,1111.0,635,2,19050.0,1524,45720,2,D/C 400 kV,Hybrid,Low,18,2013,2016,254,500
PROJ-7853,Bihar,Northern Plains,1603.0,1559,1,46853.99185112247,3126,112248,2,D/C 400 kV,Hybrid,Medium,18,2011,2014,521,3014
PROJ-6162,Rajasthan,Desert Plains,967.0,738,2,25830.0,885,18066,2,S/C 220 kV,Hybrid,Low,12,2022,2025,295,500
PROJ-5417,Raipur,Hilly Forests,1325.0,1242,1,43470.0,1491,30404,3,S/C 220 kV,AIS,Low,18,2016,2020,497,2983
PROJ-5674,Karnataka,Coastal Plains,1401.0,5676,1,170280.0,11364,354319,3,D/C 400 kV,GIS,Low,12,2019,2022,1894,3176
PROJ-5495,Delhi,Northern Plains,2565.0,2348,3,70440.0,5634,169056,3,D/C 400 kV,Hybrid,Low,18,2018,2021,939,4778
PROJ-3101,Karnataka,Coastal Plains,1063.0,933,2,30020.0,1878,60458,1,D/C 400 kV,GIS,High,12,2011,2013,313,500
PROJ-6146,Raipur,Hilly Forests,1534.0,1435,1,43127.31129336802,2856,92988,3,D/C 400 kV,GIS,High,12,2012,2014,476,1361
PROJ-7268,Delhi,Northern Plains,1272.0,1937,2,67795.0,1743,46488,3,S/C 220 kV,AIS,High,18,2013,2017,581,3217
PROJ-4348,Delhi,Northern Plains,1261.0,6283,2,188490.0,5655,153808,2,S/C 220 kV,Hybrid,High,12,2014,2016,1885,3032
PROJ-8737,Chhattisgarh,Hilly Forests,1737.0,1868,1,56040.0,3738,134496,3,D/C 400 kV,AIS,Low,18,2020,2022,623,3059
PROJ-7448,Raipur,Hilly Forests,1074.0,840,1,25200.0,1512,113400,2,D/C 765 kV,GIS,High,18,2015,2019,252,500
PROJ-2430,Rajasthan,Desert Plains,1347.0,1101,2,33030.0,2616,164049,3,D/C 765 kV,Hybrid,Low,12,2021,2025,436,1409
PROJ-3095,Raipur,Hilly Forests,1511.0,1573,1,47274.74610764313,3150,116402,2,D/C 400 kV,Hybrid,Low,18,2015,2017,525,2863
PROJ-7910,Bihar,Northern Plains,1925.0,2277,2,91080.0,4098,341550,4,D/C 765 kV,Hybrid,High,12,2012,2014,683,3289
PROJ-8007,Assam,Hilly Forests,2503.0,3110,2,124400.0,5598,466500,5,D/C 765 kV,Hybrid,High,12,2020,2022,933,4352
PROJ-8385,Assam,Hilly Forests,1123.0,610,2,18300.0,1458,91500,1,D/C 765 kV,Hybrid,Low,12,2017,2021,243,500
PROJ-1553,Jabalpur,Hilly Forests,1412.0,1088,1,38080.0,1305,22639,2,S/C 220 kV,GIS,Low,18,2021,2025,435,1783
PROJ-2592,Jabalpur,Hilly Forests,1776.0,1524,2,42390.0,3654,228600,4,D/C 765 kV,AIS,Low,18,2010,2014,609,3235
PROJ-3675,Chhattisgarh,Hilly Forests,1869.0,2173,1,86920.0,3912,325950,3,D/C 765 kV,AIS,High,12,2018,2020,652,3110
PROJ-5764,Delhi,Northern Plains,2456.0,3736,3,112281.27874008566,2805,89664,4,S/C 220 kV,AIS,High,12,2018,2021,935,4535
PROJ-2622,Raipur,Hilly Forests,929.0,851,1,29785.0,894,20832,2,S/C 220 kV,Hybrid,Medium,12,2021,2023,298,500
PROJ-3465,Bihar,Northern Plains,1161.0,4504,2,135362.65509779062,10818,621552,4,D/C 765 kV,Hybrid,Low,12,2013,2015,1803,2886
PROJ-4193,Chhattisgarh,Hilly Forests,2398.0,3000,2,105000.0,2700,73440,3,S/C 220 kV,AIS,High,12,2019,2021,900,4354
PROJ-8062,Odisha,Coastal Plains,937.0,853,2,34120.0,1536,130509,2,D/C 765 kV,Hybrid,High,12,2019,2021,256,500
PROJ-5143,Delhi,Northern Plains,1469.0,1227,1,36810.0,2928,184050,3,D/C 765 kV,Hybrid,Low,18,2013,2016,488,1599
PROJ-1084,Delhi,Northern Plains,2162.0,2688,1,80640.0,2019,61824,4,S/C 220 kV,GIS,High,12,2019,2021,673,2998
PROJ-7720,Assam,Hilly Forests,2690.469480286639,2188,3,65757.87951908656,5232,295380,3,D/C 765 kV,GIS,Medium,12,2018,2020,872,4423
PROJ-7934,Karnataka,Coastal Plains,943.0,1318,2,35819.0,993,31632,1,S/C 220 kV,AIS,High,18,2022,2024,331,500
PROJ-1203,Jabalpur,Hilly Forests,1443.0,1097,1,30140.0,2664,155774,1,D/C 765 kV,Hybrid,Low,18,2015,2017,444,1497
PROJ-2540,Chhattisgarh,Hilly Forests,1522.0,1200,2,36000.0,1440,29376,2,S/C 220 kV,Hybrid,Low,12,2015,2018,480,2809
PROJ-2140,Rajasthan,Desert Plains,1157.0,4680,2,163800.0,5616,114566,4,S/C 220 kV,AIS,Low,18,2012,2015,1872,2912
PROJ-2914,Odisha,Coastal Plains,1889.0,1435,1,43127.31129336802,3450,215250,4,D/C 765 kV,AIS,Low,18,2022,2025,575,3091
PROJ-8362,Odisha,Coastal Plains,1006.0,903,1,36120.0,1626,135450,2,D/C 765 kV,AIS,High,12,2014,2017,271,500
PROJ-4447,Karnataka,Coastal Plains,1421.0,1614,1,48506.95500173936,3246,122664,2,D/C 400 kV,Hybrid,High,18,2017,2020,541,3000
PROJ-2106,Rajasthan,Desert Plains,848.0,779,2,23370.0,1578,56867,1,D/C 400 kV,AIS,High,12,2010,2013,263,500
PROJ-3483,Bihar,Northern Plains,1271.0,5582,2,167760.73284988172,11172,401904,3,D/C 400 kV,AIS,Low,12,2021,2024,1862,3333
PROJ-5858,Raipur,Hilly Forests,1784.0,1655,1,49650.0,3972,119160,2,D/C 400 kV,AIS,Low,12,2022,2024,662,2920
PROJ-1498,Rajasthan,Desert Plains,2215.0,1947,2,58514.895531838,4680,268686,5,D/C 765 kV,AIS,Low,12,2022,2024,780,4715
PROJ-3352,Karnataka,Coastal Plains,1137.0,1173,1,46920.0,2112,152549,1,D/C 765 kV,GIS,High,12,2010,2013,352,500
PROJ-7995,Chhattisgarh,Hilly Forests,2151.0,1505,1,45150.0,3612,97524,4,D/C 400 kV,GIS,Low,12,2021,2025,602,3083
PROJ-5330,Delhi,Northern Plains,895.0,931,1,32585.0,978,22791,2,S/C 220 kV,AIS,Medium,12,2022,2024,326,500
PROJ-7343,Gujarat,Desert Plains,1418.0,1363,1,47705.0,1227,32712,1,S/C 220 kV,Hybrid,High,18,2011,2013,409,1840
PROJ-8472,Chhattisgarh,Hilly Forests,1085.0,766,2,23685.0,1842,114900,1,D/C 765 kV,Hybrid,Low,18,2019,2023,307,500
PROJ-7494,Assam,Hilly Forests,1319.0,1278,2,38340.0,1533,31285,2,S/C 220 kV,AIS,Low,18,2010,2014,511,2851
PROJ-8763,Karnataka,Coastal Plains,2044.0,1785,1,62475.0,2142,43697,3,S/C 220 kV,Hybrid,Low,18,2014,2018,714,3177
PROJ-2492,Rajasthan,Desert Plains,1042.0,862,1,30170.0,1035,21102,2,S/C 220 kV,Hybrid,Low,18,2021,2024,345,500
PROJ-9284,Rajasthan,Desert Plains,1371.0,1145,2,34350.0,1374,28030,1,S/C 220 kV,Hybrid,Low,18,2017,2020,458,1533
PROJ-6933,Jabalpur,Hilly Forests,1536.0,1606,1,48180.0,1686,34690,2,S/C 220 kV,GIS,Medium,12,2011,2014,562,2769
PROJ-4939,Gujarat,Desert Plains,1744.0,1669,2,50159.91815235625,4014,250350,3,D/C 765 kV,AIS,Low,18,2021,2025,669,2823
PROJ-5744,Gujarat,Desert Plains,2690.469480286639,2237,3,67230.5194169089,5382,313180,4,D/C 765 kV,GIS,Medium,12,2017,2021,897,4399
PROJ-8290,Raipur,Hilly Forests,1250.0,693,1,21087.0,1668,93555,1,D/C 765 kV,GIS,Medium,18,2017,2021,278,500
PROJ-6564,Bihar,Northern Plains,1290.0,1277,2,38310.0,1149,31261,3,S/C 220 kV,AIS,High,18,2018,2022,383,1602
PROJ-3463,Odisha,Coastal Plains,1565.0,1637,2,65480.0,2946,245550,3,D/C 765 kV,Hybrid,High,18,2017,2021,491,2976
PROJ-1628,Bihar,Northern Plains,2553.0,2887,3,115480.0,5196,441711,5,D/C 765 kV,Hybrid,High,12,2020,2022,866,4586
PROJ-7728,Karnataka,Coastal Plains,1163.0,488,1,14666.291227291702,1164,65880,2,D/C 765 kV,GIS,Medium,18,2012,2014,194,500
PROJ-4227,Karnataka,Coastal Plains,1628.0,1186,2,41510.0,1245,25618,4,S/C 220 kV,GIS,Medium,12,2011,2013,415,3178
PROJ-6172,Bihar,Northern Plains,1095.0,4638,1,139140.0,11136,695700,4,D/C 765 kV,AIS,Medium,18,2014,2018,1856,2810
PROJ-6996,Odisha,Coastal Plains,2690.469480286639,2208,2,66240.0,5298,143078,3,D/C 400 kV,GIS,Low,12,2019,2021,883,4384
PROJ-9364,Bihar,Northern Plains,1441.0,5627,2,169113.157245841,11268,364630,4,D/C 400 kV,GIS,Low,12,2022,2026,1878,3048
PROJ-8004,Raipur,Hilly Forests,1997.0,1619,1,48657.22437906817,3894,242850,3,D/C 765 kV,Hybrid,Medium,18,2017,2021,649,2741
PROJ-1987,Odisha,Coastal Plains,2146.0,3007,3,120280.0,5412,451050,4,D/C 765 kV,AIS,High,12,2012,2014,902,4901
PROJ-5657,Jabalpur,Hilly Forests,1020.0,715,1,25025.0,858,17160,1,S/C 220 kV,Hybrid,Low,12,2015,2017,286,500
PROJ-2857,Odisha,Coastal Plains,1550.0,1560,2,62400.0,2808,202878,2,D/C 765 kV,GIS,High,18,2022,2026,468,1585
PROJ-8291,Jabalpur,Hilly Forests,1325.0,1398,1,41940.0,1677,34223,2,S/C 220 kV,AIS,Low,18,2011,2014,559,2905
PROJ-5008,Karnataka,Coastal Plains,1196.0,5544,1,166618.68558218278,11088,437976,2,D/C 400 kV,Hybrid,Low,18,2022,2025,1848,2876
PROJ-5169,Delhi,Northern Plains,1091.0,933,2,37320.0,1680,125955,2,D/C 765 kV,GIS,High,12,2022,2026,280,500
PROJ-3475,Rajasthan,Desert Plains,1303.0,927,1,27859.94255676108,2226,139050,3,D/C 765 kV,Hybrid,Medium,12,2013,2016,371,1638
